industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
"Manufacture of glass and glass products, n.e.c.",15207,2015,A,12,570,564,851329.00,837543.00,109277.00,728266.00,872017.00,669005.00,158071.00,22871.00,4895.00,0.00,0.00
Manufacture of refractory products,15208,2015,A,3,222,222,291872.00,232256.00,52716.00,179540.00,245120.00,76539.00,122682.00,761.00,8167.00,0.00,0.00
Manufacture of clay building materials,15209,2015,A,10,2949,2949,5334845.00,4562009.00,408203.00,4153806.00,5384065.00,2841401.00,1833497.00,376725.00,-133657.00,0.00,0.00
Manufacture of coarse clay products,15212,2015,A,7,841,841,597402.00,561001.00,164660.00,396341.00,596794.00,329224.00,212913.00,-710.00,6225.00,0.00,0.00
"Manufacture of sanitary ware, vitreous china plumbing fittings and fixtures",15213,2015,A,6,8360,8359,33835782.00,29258999.00,1676761.00,27582238.00,34039421.00,26655299.00,7123355.00,585127.00,345295.00,0.00,0.00
Manufacture of cement,15215,2015,A,17,4254,4248,86802595.00,70697151.00,4655135.00,66042016.00,86024334.00,45933058.00,29404049.00,2164851.00,450291.00,90647.00,0.00
Manufacture of lime,15216,2015,A,6,294,294,1280942.00,1161508.00,37710.00,1123799.00,1276931.00,891797.00,300354.00,36333.00,-62858.00,0.00,0.00
Manufacture of structural concrete products,15217,2015,A,99,6565,6494,19950075.00,18066368.00,1287853.00,16778515.00,19841431.00,15066891.00,3991454.00,555219.00,220371.00,0.00,0.00
"Manufacture of articles of concrete, cement and plaster, n.e.c.",15218,2015,A,8,379,379,2130601.00,1824792.00,168995.00,1655796.00,1921430.00,1029567.00,593298.00,0.00,-16814.00,0.00,0.00
"Cutting, shaping and finishing of stone",15219,2015,A,8,583,582,1885944.00,1676685.00,135656.00,1541029.00,1886126.00,1090060.00,435479.00,430.00,-43011.00,0.00,0.00
Manufacture of asphalt products,15220,2015,A,8,751,748,2070320.00,1687378.00,192049.00,1495328.00,1667872.00,1143018.00,678087.00,41723.00,16941.00,0.00,0.00
Manufacture of marble products,15222,2015,A,6,199,199,131099.00,89978.00,20531.00,69447.00,124630.00,53983.00,65322.00,220.00,-4568.00,0.00,0.00
Manufacture of abrasive products,15223,2015,A,3,547,547,1017919.00,1004849.00,113698.00,891151.00,1004355.00,817228.00,156371.00,21951.00,-2516.00,0.00,0.00
Operation of blast furnaces and steel making furnaces,15225,2015,A,50,4720,4720,65401928.00,62480120.00,1464164.00,61015956.00,65858407.00,60997932.00,3247525.00,813353.00,-1466567.00,0.00,0.00
Operation of rolling mills,15226,2015,A,23,1768,1764,19768686.00,17083821.00,768223.00,16315598.00,19449911.00,15270822.00,3834438.00,81591.00,170880.00,0.00,0.00
"Pipes and tubes manufacturing, iron or steel",15227,2015,A,25,2687,2685,10782925.00,9166144.00,603453.00,8562691.00,10513706.00,7620579.00,2604558.00,119431.00,-353723.00,0.00,0.00
Manufacture of pipe fittings of iron or steel,15228,2015,A,5,421,421,1773071.00,1694915.00,69603.00,1625312.00,1789657.00,1506925.00,179489.00,1846.00,12992.00,0.00,0.00
"Manufacture of galvanized steel sheets, tinplates and other coated metal products made in steel works or rolling mills",15229,2015,A,26,1852,1845,20750453.00,20223215.00,976997.00,19246219.00,20658772.00,17519906.00,2386277.00,296019.00,-728916.00,0.00,0.00
"Operation of steel works and rolling mills, n.e.c.",15230,2015,A,6,639,639,6902278.00,6697780.00,121762.00,6576017.00,5119470.00,4475009.00,406419.00,8913.00,446224.00,0.00,0.00
"Non-ferrous smelting and refining , except precious metals",15232,2015,A,7,1890,1890,65604127.00,66806768.00,1201333.00,65605435.00,63393069.00,53470186.00,6132356.00,8326016.00,8309347.00,0.00,0.00
Manufacture of pipe fittings of non-ferrous metals,15234,2015,A,5,281,281,294501.00,243456.00,23303.00,220154.00,287402.00,199020.00,87190.00,0.00,-2142.00,0.00,0.00
"Manufacture of basic precious and other non-ferrous metals, n.e.c.",15235,2015,A,3,240,240,1902963.00,1403893.00,134258.00,1269636.00,1900541.00,1129936.00,645233.00,6360.00,101355.00,0.00,0.00
Casting/foundry of iron,15236,2015,A,10,415,415,329401.00,310162.00,76735.00,233427.00,326788.00,199183.00,110616.00,14339.00,-515.00,0.00,0.00
Casting/foundry of steel,15237,2015,A,8,839,839,1715103.00,1527311.00,237530.00,1289781.00,1719997.00,1193653.00,473212.00,41363.00,18956.00,0.00,0.00
Aluminum and aluminum base alloy casting,15238,2015,A,13,1955,1955,4707602.00,4034002.00,440778.00,3593224.00,4709380.00,3136656.00,1268012.00,48315.00,19236.00,0.00,0.00
"Copper and copper base alloy (brass, bronze) casting",15239,2015,A,3,439,439,3035670.00,2975330.00,171068.00,2804262.00,3031898.00,2454942.00,303743.00,102751.00,-120240.00,0.00,0.00
Zinc and zinc alloy casting,15240,2015,A,3,568,568,942508.00,1069116.00,175726.00,893391.00,936742.00,720808.00,135939.00,34128.00,14824.00,0.00,0.00
"Manufacture of structural steel products and metal components of bridges, smoke stacks and buildings",15242,2015,A,38,9726,9722,10561313.00,10213208.00,2255221.00,7957987.00,10616351.00,6177294.00,3215349.00,139611.00,166889.00,0.00,0.00
"Manufacture of other architectural and related metal work (e.g., doors, windows, shutters, gates, etc.)",15243,2015,A,59,3030,2999,3542145.00,3352732.00,449139.00,2903593.00,3567751.00,2637195.00,786131.00,92166.00,-1028.00,0.00,0.00
"Manufacture of structural metal products, n.e.c.",15244,2015,A,45,2965,2957,7174517.00,6862666.00,765754.00,6096911.00,6586207.00,5002820.00,1359404.00,195064.00,163126.00,3918.00,0.00
"Manufacture of tanks, reservoirs and containers of metal",15245,2015,A,16,1252,1252,2713574.00,2553051.00,521655.00,2031396.00,2705819.00,1684200.00,757330.00,35886.00,78103.00,0.00,0.00
"Manufacture of steam generators, except central heating hot water boilers",15246,2015,A,6,1322,1322,1941786.00,1286203.00,467620.00,818584.00,1937204.00,596229.00,1276494.00,62414.00,93956.00,0.00,0.00
Manufacture of small arms and accessories,15247,2015,A,5,954,953,2795569.00,2700916.00,509399.00,2191517.00,2495013.00,1678769.00,637823.00,134353.00,-178600.00,0.00,0.00
"Forging, pressing, stamping and roll-forming of metal products",15249,2015,A,66,6867,6848,20028274.00,19302688.00,1958820.00,17343868.00,19848299.00,15139895.00,3514075.00,577700.00,219899.00,0.00,0.00
Treatment and coating of metals; machining,15251,2015,A,24,1290,1290,2647314.00,2461121.00,336541.00,2124579.00,2576760.00,1452919.00,864323.00,204059.00,-30239.00,0.00,0.00
Manufacture of cutlery,15252,2015,A,5,427,427,956039.00,928301.00,103727.00,824574.00,977938.00,714876.00,199445.00,10532.00,4386.00,2212.00,0.00
Manufacture of hand tools,15253,2015,A,12,506,506,618563.00,587058.00,125541.00,461517.00,627319.00,371647.00,213210.00,0.00,48550.00,0.00,0.00
Manufacture of general hardware,15254,2015,A,7,3231,3231,4596032.00,4075194.00,397608.00,3677586.00,4775491.00,3763992.00,850633.00,50623.00,338434.00,0.00,0.00
Manufacture of metal containers used for the packing or conveyance of goods,15257,2015,A,35,3768,3756,16230678.00,15992480.00,938870.00,15053611.00,15561715.00,13081198.00,1928760.00,468864.00,-837051.00,0.00,0.00
"Manufacture of wire nails, not in steel rolling",15258,2015,A,8,392,392,1495031.00,1381524.00,54499.00,1327025.00,1524539.00,1309156.00,184826.00,448.00,194160.00,0.00,0.00
Manufacture of fa bricated wire products,15259,2015,A,21,4761,4748,5358247.00,5074364.00,838304.00,4236060.00,5333061.00,3459372.00,1449653.00,420584.00,162371.00,0.00,0.00
Manufacture of small hand-operated kitchen appliances,15260,2015,A,4,324,324,1170800.00,1085120.00,143329.00,941791.00,1163690.00,792648.00,276562.00,4569.00,-46823.00,0.00,0.00
Manufacture of metal sanitary ware and plumbing fixtures,15261,2015,A,3,927,926,2127107.00,1527725.00,172906.00,1354819.00,2131904.00,1111733.00,956215.00,70089.00,-11130.00,0.00,0.00
"Manufacture of needles (except for knitting and sewing machines), pins and fasteners including zippers",15262,2015,A,3,726,683,1240378.00,1126830.00,127016.00,999815.00,1185362.00,799332.00,275515.00,-9000.00,-40990.00,0.00,0.00
"Manufacture of aluminum window and door screens, shades and venetian blinds",15263,2015,A,12,1377,1376,1759321.00,1668499.00,312971.00,1355528.00,1758351.00,1146489.00,438591.00,6640.00,304743.00,0.00,0.00
"Manufacture of miscellaneous fabricated metal products, n.e.c.",15264,2015,A,100,7757,7717,12380883.00,11842810.00,1783477.00,10059333.00,11863630.00,8477372.00,2621082.00,274434.00,-192065.00,0.00,8412.00
Manufacture of semi-conductor devices and other electronic components,15266,2015,A,145,150648,150644,435795464.00,392689368.00,50894312.00,341795056.00,441468596.00,287703328.00,133727326.00,17643066.00,9517394.00,604.00,0.00
Manufacture of computers and peripheral equipment and accessories,15267,2015,A,42,73423,72947,209754595.00,193670513.00,17180165.00,176490348.00,213485307.00,162810237.00,43915849.00,1997778.00,-31519317.00,0.00,0.00
Manufacture of communication equipment,15268,2015,A,12,5178,5158,6079173.00,5733564.00,832387.00,4901177.00,6252111.00,4016313.00,1082569.00,150553.00,454153.00,0.00,0.00
Manufacture of consumer electronics,15269,2015,A,22,12936,12936,55170854.00,43615683.00,2662867.00,40952816.00,55112046.00,39053997.00,15314647.00,171365.00,-44787.00,0.00,0.00
Manufacture of electrical quantities measuring and controlling instruments,15271,2015,A,3,118,118,262082.00,259287.00,15624.00,243662.00,262082.00,224915.00,22194.00,0.00,26638.00,0.00,0.00
Manufacture of temperature measuring and controlling hygrometric instruments,15272,2015,A,4,298,298,228229.00,206634.00,70546.00,136086.00,200570.00,116114.00,99938.00,3876.00,1958.00,0.00,0.00
Manufacture of watches and clocks of all kinds including cases of precious metals,15277,2015,A,3,2135,2135,1055498.00,1007062.00,626600.00,380462.00,1058190.00,210546.00,790271.00,20954.00,-44006.00,0.00,0.00
Manufacture of optical instruments and lenses,15279,2015,A,19,7847,7847,15120643.00,13397553.00,1738159.00,11659394.00,14950296.00,10118540.00,4189289.00,223576.00,-319708.00,0.00,0.00
Manufacture of photographic equipment and accessories,15280,2015,A,11,6122,6119,7671730.00,7267469.00,1214710.00,6052759.00,7832657.00,5397334.00,2000928.00,642237.00,331702.00,0.00,0.00
Manufacture of electric motors and generators,15282,2015,A,5,341,341,784472.00,749513.00,85401.00,664112.00,771266.00,576653.00,150787.00,13177.00,-5285.00,0.00,0.00
Manufacture of electrical transformers,15283,2015,A,18,4617,4612,3486850.00,3160004.00,546081.00,2613924.00,3466840.00,2244886.00,993381.00,39729.00,45764.00,0.00,3007.00
Manufacture of switch gear and switchboard apparatus,15284,2015,A,3,356,356,1026464.00,995801.00,80420.00,915381.00,1011556.00,824435.00,152574.00,20319.00,9385.00,0.00,0.00
Manufacture of electricity distribution equipment,15285,2015,A,8,1188,1188,3251756.00,2052007.00,194775.00,1857232.00,2817892.00,1717698.00,1000070.00,8393.00,-512168.00,0.00,0.00
"Manufacture of switches, fuses, sockets, plugs, conductors and lightning arresters and other control apparatus",15286,2015,A,9,1578,1578,2312080.00,2220829.00,253551.00,1967278.00,2311117.00,1699380.00,492767.00,24620.00,-6061.00,0.00,0.00
Manufacture of accumulators (storage batteries) including parts,15287,2015,A,6,3166,3165,15642297.00,12569509.00,1607182.00,10962327.00,14481146.00,7846558.00,6130528.00,107888.00,-1945396.00,0.00,0.00
Manufacture of fiber optic cables,15289,2015,A,3,772,772,951486.00,913065.00,173014.00,740052.00,992213.00,645089.00,224840.00,15521.00,11660.00,0.00,0.00
Manufacture of other electronic and electric wires and cables,15290,2015,A,27,6865,6865,26458199.00,23119061.00,1755185.00,21363876.00,26349886.00,20078423.00,5507707.00,192777.00,-312969.00,0.00,0.00
Manufacture of electric lamps fluorescent and fixtures,15292,2015,A,19,4636,4636,5812866.00,4773525.00,737544.00,4035981.00,5608086.00,3155252.00,2050893.00,16177.00,-30650.00,0.00,0.00
Manufacture of lighting equipment and parts except for use on cycle and motor equipment,15293,2015,A,6,1075,1073,1720250.00,1600912.00,188821.00,1412091.00,1728949.00,1233804.00,388146.00,73130.00,38691.00,0.00,0.00
Manufacture of domestic electric fans,15296,2015,A,5,441,441,818830.00,803053.00,96104.00,706949.00,830434.00,659239.00,137040.00,20629.00,1402.00,0.00,0.00
"Manufacture of domestic cooking appliances (e.g. ovens, ranges, cookers, stoves, grillers, etc.)",15298,2015,A,4,305,305,1835737.00,1679613.00,191573.00,1488041.00,1812253.00,1286893.00,401093.00,37544.00,-43145.00,0.00,0.00
"Manufacture of electrothermic domestic appliances (e.g. hair dressing appliances, electric instantaneous storage, heaters, flat-irons, plate warmers, coffee or teamakers)",15299,2015,A,10,1893,1890,12886153.00,12515238.00,758599.00,11756639.00,11115433.00,8050492.00,1338010.00,192833.00,107139.00,0.00,0.00
Manufacture of uninterruptible power supplies (ups),15303,2015,A,3,4194,4194,42212858.00,35392516.00,1374310.00,34018206.00,41646882.00,30567548.00,8299698.00,196611.00,-719897.00,0.00,0.00
"Manufacture of appliance cords, extension cords, and other electrical cord",15304,2015,A,14,3350,3350,7151530.00,6767378.00,976627.00,5790751.00,6942455.00,3903091.00,2198348.00,903129.00,-137475.00,0.00,0.00
Manufacture of internal combustion engines (gas and diesel),15306,2015,A,3,376,376,853700.00,697277.00,120242.00,577034.00,803620.00,434663.00,316731.00,2592.00,2467.00,0.00,0.00
Manufacture of fluid power equipment,15309,2015,A,5,2073,2073,13753529.00,12751658.00,1095168.00,11656489.00,13700952.00,10333162.00,2775022.00,546142.00,171015.00,554816.00,0.00
"Manufacture of pumps for liquids, vacuum pumps, air or other gas compressors",15310,2015,A,4,329,329,3256359.00,3123512.00,223817.00,2899694.00,3324896.00,2673782.00,484338.00,84384.00,103865.00,0.00,0.00
"Manufacture of bearings, gears and driving elements",15312,2015,A,6,1235,1225,1986163.00,1415879.00,325325.00,1090554.00,1944315.00,787207.00,1009046.00,0.00,-17193.00,0.00,0.00
"Manufacture of lifting and hoisting machinery, cranes, elevators , industrial trucks, tractors, stackers, specialized ports for lifting and handling equipment",15314,2015,A,8,477,474,859727.00,764154.00,76117.00,688037.00,865579.00,614816.00,194020.00,84.00,-24892.00,0.00,0.00
"Manufacture of derricks, lifting and handling equipment for construction and mining",15315,2015,A,5,304,304,352901.00,346009.00,132850.00,213160.00,329736.00,91603.00,158856.00,0.00,2386.00,0.00,0.00
"Manufacture of calculating machines, adding machines, cash registers, calculators",15317,2015,A,4,4167,4167,8930038.00,8585736.00,702276.00,7883459.00,8886395.00,7477683.00,1259182.00,71146.00,-1474.00,0.00,0.00
Manufacture of refrigerating or freezing equipment for commercial purposes,15323,2015,A,5,403,403,3370781.00,3123760.00,243607.00,2880153.00,3280283.00,2400101.00,601064.00,5066.00,-148828.00,0.00,0.00
Manufacture of unit air-conditioners,15324,2015,A,9,1081,1081,14660495.00,13030764.00,1189283.00,11841481.00,10858518.00,6471322.00,3090615.00,325215.00,-81707.00,0.00,0.00
Manufacture of packing and wrapping machinery,15325,2015,A,4,226,226,399021.00,367761.00,57540.00,310222.00,390386.00,264602.00,100827.00,995.00,-18746.00,0.00,0.00
"Manufacture of fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use",15327,2015,A,3,170,170,365078.00,320442.00,57074.00,263368.00,358954.00,231981.00,107036.00,0.00,9457.00,0.00,0.00
"Manufacture of gas or electric welding, brazing or soldering machines",15328,2015,A,9,711,705,1753067.00,1601985.00,205105.00,1396881.00,1719019.00,1099264.00,479042.00,130425.00,-70016.00,0.00,0.00
Manufacture of farm tractors,15330,2015,A,8,649,644,1803882.00,1710499.00,111585.00,1598915.00,1630089.00,1333731.00,237284.00,21646.00,11148.00,0.00,0.00
Manufacture of machine tools for working metal,15333,2015,A,8,452,451,939971.00,1050428.00,152209.00,898219.00,937489.00,778647.00,102056.00,883.00,9108.00,0.00,0.00
Manufacture of machine tools and accessories including precision measuring tools,15334,2015,A,7,305,304,286178.00,289806.00,73604.00,216202.00,280081.00,156943.00,82684.00,31109.00,403.00,0.00,0.00
Parts and accessories for the machine tools classified in this group,15335,2015,A,3,347,347,331650.00,324344.00,99728.00,224616.00,318861.00,163183.00,110163.00,10127.00,-16016.00,0.00,0.00
Manufacture of heavy machinery and equipment used for mining and quarrying,15338,2015,A,4,375,375,1673465.00,1625034.00,84636.00,1540398.00,1606634.00,1253438.00,174124.00,0.00,258119.00,0.00,0.00
Manufacture of machinery for food processing,15340,2015,A,10,789,789,648483.00,616914.00,118594.00,498319.00,613973.00,413147.00,168972.00,9031.00,-26658.00,45.00,0.00
"Manufacture of machinery for pulp, paper and paperboard industries",15345,2015,A,3,200,200,279127.00,264736.00,45677.00,219059.00,283485.00,162989.00,69060.00,2948.00,90240.00,0.00,0.00
Manufacture of machinery for working rubber or plastic or for the manufacture of products of these materials,15346,2015,A,7,586,586,517099.00,469438.00,93654.00,375784.00,514283.00,320677.00,165550.00,11416.00,-31310.00,0.00,0.00
Manufacture of motor vehicles,15350,2015,A,33,6647,6646,209898115.00,113234112.00,4808365.00,108425746.00,200286810.00,89733111.00,104551418.00,1192472.00,6693034.00,0.00,0.00
Manufacture of bodies (coachwork) for motor vehicles,15351,2015,A,16,1313,1308,3343179.00,2999593.00,314962.00,2684631.00,3362100.00,2468311.00,786421.00,9640.00,158263.00,0.00,0.00
Manufacture of electric ignition or starting equipment for internal combustion engines,15353,2015,A,20,42560,42552,86909071.00,82719116.00,9430734.00,73288382.00,85283450.00,64523754.00,16771115.00,640247.00,-157810.00,196.00,0.00
Manufacture of parts and accessories for motor vehicles and their engines,15354,2015,A,80,31253,31248,99201871.00,92354346.00,9282606.00,83071740.00,97939795.00,69663883.00,22258728.00,5544955.00,-848929.00,282905.00,0.00
Building of ships and boats other than sports and pleasure boats,15355,2015,A,29,19889,19839,83002820.00,76955427.00,4200490.00,72754937.00,81755793.00,63934724.00,15721476.00,586586.00,-1677681.00,356989.00,0.00
